story_id,story_name,synopsis,length,rating,n_votes,total_readers,author_id,author,added_on,codes,slavery,nc
103.0,"Chloe, the Director","Chloe Veiel, adult movie actress, invites her friends to watch her directorial porn debut.",21852.0,2.0,1.0,12118,65.0,Taliesin the Bard,"Sep 17, 2000","['interracial', 'toys', 'bondage', 'consensual', 'Light']",0.0,0.0
104.0,All I Want For Christmas is My Mom's Sweet Pussy,He didn't want a computer as the Christmas gift. You know what he wanted.,36753.0,6.0,5.0,33828,70.0,albert1228uk,"Sep 21, 2000","['M/f', 'incest', 'nc', 'Hardcore']",0.0,1.0
105.0,The Charmed Ones,Three witch sisters were interrogated to confess their powers. They were brutally tortured and finally mutilated.,34324.0,6.0,13.0,48511,71.0,anonmix,"Sep 21, 2000","['M/f+', 'torture', 'Extreme']",0.0,0.0
106.0,Jane Randolph,"Jane Randolph was run into a drug dealer's territory. They captured her and kept her as a label, then she was sold as a slave girl.",80471.0,8.5,9.0,49346,72.0,saltyone,"Sep 21, 2000","['M+/f', 'BDSM', 'torture']",0.0,0.0
107.0,Lesbian domination,45 years old Lisa found a new domme for herself. Later she found out her daughter was a slave girl of her mistress too.,25277.0,9.0,5.0,42237,73.0,Ginger Winters,"Sep 21, 2000","['F/f+', 'incest', 'D/s', 'Light']",0.0,0.0
108.0,Strictly Evil,He was attracted to this beautiful vixen and turned to be her play thing.,62879.0,8.0,6.0,46888,74.0,beck_and_call,"Sep 21, 2000","['F/m', 'D/s', 'bondage']",0.0,0.0
109.0,The Greatest Screams Ever,Two brothers captured these two sweet girls. They deviced many ways to make the girls screaming all the time.,26517.0,6.5,12.0,71317,75.0,Baer-chen,"Sep 21, 2000","['M/f', 'torture', 'Heavy', 'violent']",0.0,0.0
110.0,The Humiliation of Jane,"In order to teach this little arrogant girl a lesson, the magic gas was used on her so that she would obey every orders from anyone.",232070.0,9.0,13.0,93425,76.0,Various Authors,"Sep 21, 2000","['M+/f', 'mc', 'humiliation', 'nc', 'Hardcore']",0.0,1.0
111.0,Australian Holiday,Jason's blind date had a very interesting change. He couldn't resist the beautiful mistress and give up all his life to become her slave.,211176.0,9.5,8.0,94510,74.0,beck_and_call,"Sep 23, 2000","['F/m', 'F+/m', 'D/s', 'consensual', 'Serious']",0.0,0.0
112.0,Jason's Devotion,Jason wanted to give his girlfriend an impressive anniversary gift. All she wanted was his total submission to her.,32326.0,7.5,6.0,37145,74.0,beck_and_call,"Sep 23, 2000","['F/m', 'F+/m', 'D/s', 'consensual', 'Serious']",0.0,0.0
113.0,The French Kiss,Two French vixen sisters seduced him and kept him as their little pet. Short story.,24003.0,5.0,3.0,22533,74.0,beck_and_call,"Sep 23, 2000","['F+/m', 'D/s', 'consensual', 'Serious']",0.0,0.0
114.0,"Cindy, the Belted Nymphomaniac",It's about female-female domination and the forced use of a chastity belt.,54780.0,8.5,9.0,44023,77.0,Seething,"Sep 24, 2000","['F/f', 'D/s', 'Light']",0.0,0.0
115.0,Maria and John,"Maria's sister sets her up with a male friend on their vacation. He will tie Maria up, so as not to interfere with her sister.",31857.0,3.0,2.0,14637,78.0,Leonard,"Sep 24, 2000","['M/f', 'spanking', 'teen', 'BDSM', 'bondage', 'reluctant', 'Light']",0.0,0.0
116.0,Mother's Owner,Mother's affair was found out by her daughter. Now it was the daughter's turn to take the control. See the mother was dominated by daughter and her friends.,198206.0,7.0,5.0,145812,56.0,Paladin,"Sep 26, 2000","['F+/f', 'MF/f', 'incest', 'modification', 'BDSM', 'blackmail', 'nc', 'Serious']",0.0,1.0
117.0,Underwater Hell,"Trapped in an underwater research facility, several female researches learn the meaning of pain and agony...",18928.0,7.5,12.0,41985,75.0,Baer-chen,"Sep 27, 2000","['MF/f', 'torture', 'Heavy', 'violent']",0.0,0.0
118.0,Asian Bound,"A lonely Asian wife, obsessed with sex and her compulsion for gambling, bets on Vegas only to lose her body to sexual tormentors.",64080.0,3.5,4.0,40306,79.0,Bill,"Sep 29, 2000","['M/f', 'interracial', 'size', 'spanking', 'voyeurism', 'WaterSport', 'BDSM', 'feet', 'real', 'humiliation', 'blackmail', 'torture', 'Serious', 'violent']",0.0,0.0
119.0,Dealing Nikki,Young aspiring actress gets in over her head and pays the consequences.,32716.0,5.0,2.0,30926,68.0,Leones,"Sep 29, 2000","['M/f', 'F/f', 'bondage', 'nc', 'Light']",0.0,1.0
120.0,The Torture of Princess Emily,A young princess is captured by an invading enemy and brought to the depths of their dungeons.,18366.0,5.5,11.0,46210,75.0,Baer-chen,"Sep 29, 2000","['M/f+', 'torture', 'Serious']",0.0,0.0
121.0,The Tour,Master and his slave went to a slave house and had a pleasant trip around the house and enjoyed the service provided by slavegirls.,89853.0,5.5,9.0,52801,50.0,Traveler,"Oct 4, 2000","['M/f', 'F/f', 'WaterSport', 'D/s', 'BDSM', 'Serious']",0.0,0.0
122.0,Hired Help,She was hired as a maid for her master and paid very high salary. Later she found out that her tasks were not just housekeeping.,558345.0,9.0,13.0,140730,82.0,Dark One,"Oct 6, 2000","['M/f', 'D/s', 'slavery', 'Light']",1.0,0.0
123.0,New Job,Girl gets a new job in a bondage factory. Her job is letting customers test new equipment on her.,16515.0,5.0,6.0,19223,69.0,Jan Wright,"Oct 11, 2000","['M/f', 'B/D', 'bondage', 'Serious']",0.0,0.0
124.0,The Game,"Male agrees to a varation of strip poker. Needless to say, he loses and is expected to ""pay up"".",39275.0,7.0,5.0,27032,80.0,Devotional,"Oct 11, 2000","['F+/m', 'exhibition', 'toys', 'B/D', 'humiliation', 'Light']",0.0,0.0
125.0,Fox and Hounds,"A struggling actress takes a weekend job as a participant in a unique hunt with interesting penalties and forfeits for the losers of the game. This novella length story features spanking, D/s, sex, M/F, F/F and F/M.",169548.0,8.5,7.0,60557,81.0,Rollin Hand,"Oct 11, 2000","['M/f', 'F/f', 'F/m', 'spanking', 'D/s', 'Serious']",0.0,0.0
126.0,Joan's Other Life,The lonely woman was seeking a real man. What she found was a real master and she started a brand new life.,157499.0,9.0,7.0,81038,56.0,Paladin,"Oct 13, 2000","['M/f', 'F/f', 'D/s', 'B/D', 'Serious']",0.0,0.0
127.0,Black Takeover,The black girl was fired by her boss. She and her black brothers decided that the boss and his wife should pay them back.,63712.0,4.0,4.0,54193,56.0,Paladin,"Oct 13, 2000","['MF/f', 'MF/mf', 'cbt', 'interracial', 'WaterSport', 'D/s', 'nc', 'Serious']",0.0,1.0
128.0,Kimmy The Fuck Toy,The young wife was captured and controlled by her step-daughter. Then she was turned to be a bondage slut bitch for the whole company.,96463.0,5.5,5.0,45564,83.0,anonymouse,"Oct 16, 2000","['M/f', 'F/f', 'D/s', 'humiliation', 'Light']",0.0,0.0
129.0,Teeth,"Emma has fantasies about pain, and arranges to meet Tom, who is looking for a submissive, through the net. Tom blindfolds and ties her, and gives her a series of ever harder bites on different parts of her body, which excites her greatly.",10601.0,5.0,5.0,11558,84.0,bulldog,"Oct 17, 2000","['M/f', 'BDSM', 'real', 'consensual', 'Serious']",0.0,0.0
130.0,Tripping The Line,A story about a submissive female finding her submission.,21174.0,4.5,4.0,13974,85.0,Aylith,"Oct 21, 2000","['M/f', 'exhibition', 'spanking', 'toys', 'D/s', 'S/M', 'slavery', 'bondage', 'real', 'consensual', 'reluctant', 'Light']",1.0,0.0
131.0,Dead Man,Jesse's one-night stand nearly costs him his life and has macabre consequences drawing him into the mystery of a violent murder.,191597.0,7.0,6.0,15108,86.0,Juxian Tang,"Oct 21, 2000","['M/m', 'interracial', 'S/M', 'real', 'consensual', 'torture', 'nc', 'violent']",0.0,1.0
132.0,Family,Every members of the family tell you their family life from their own point of views. Enjoy the feeling of both top and bottom.,80268.0,7.5,2.0,36949,30.0,Unknown,"Oct 25, 2000","['M/f', 'incest', 'B/D', 'S/M', 'Serious']",0.0,0.0
133.0,GangBang S.L.U.T.,"Insatiable S.L.U.T. Meri Dallas happily tests the limits of extreme fucking with a gang of rough, rowdy studs!",26707.0,6.5,2.0,22049,65.0,Taliesin the Bard,"Oct 26, 2000","['M+/f', 'exhibition', 'consensual', 'Hardcore']",0.0,0.0
134.0,The Health Club,A young man joins a health club to lose weight unaware of the unique methods of behavioral modification in use there.,115029.0,5.0,2.0,34727,81.0,Rollin Hand,"Oct 26, 2000","['M/f', 'F/f', 'F/m', 'spanking', 'D/s', 'reluctant', 'Serious']",0.0,0.0
135.0,Island Justice,An attorney helps two girls and a friend imprisoned on a Carribean isle escape a jail term by submitting to corporal punishment instead.,128052.0,6.0,4.0,47539,81.0,Rollin Hand,"Oct 26, 2000","['M/f', 'M/f+', 'F/f+', 'spanking', 'D/s', 'bondage', 'humiliation', 'nc', 'Serious']",0.0,1.0
136.0,Flotsam,"Rich girls Jenette and Alyssa are flying to Planet Galatea for Festival where they hope to find lots of fun, frolics, feasting and...er...sex. But before they get there they are pulled through a space warp to an uncharted planet and soon find themselves helpless in the grip of a weird kind of bondage to sex-obsessed aliens...",62004.0,5.5,2.0,13733,87.0,Leem,"Oct 31, 2000","['MF/f', 'bondage', 'ScFi', 'slow', 'nc', 'Serious']",0.0,1.0
138.0,Gloria,She was invited to join her best girl friend's evening party. She would witness the submission of her friend's husband. Who knows where this was going to lead!,109010.0,8.0,7.0,51336,93.0,Dave Wallace,"Nov 4, 2000","['F/m', 'F/mf', 'B/D', 'Serious']",0.0,0.0
139.0,Leaving Jim,It is the letter written to a master from his slave when she knows its time to leave.,9926.0,4.0,2.0,7707,62.0,Mariah H.,"Nov 4, 2000","['M/f', 'real', 'romantic', 'Light']",0.0,0.0
140.0,The Itch,"A young man and his girlfriend are hitch-hiking along the Texas coast, and are lured into a home then drugged and bound, and sexually abused. They don&#8217;t know what has happened, but finally they realize, they are prize captives to be sold as commodities.",114327.0,8.0,6.0,46859,89.0,Glaucon,"Nov 6, 2000","['M/mf', 'bondage', 'nc', 'Hardcore']",0.0,1.0
141.0,The tent of the Bedouin,"Captured, bound and compelled to submit against her will, miel finds her feelings confused when faced with the seemingly merciless Bedouin.",208429.0,9.0,57.0,146215,90.0,Bedouin,"Nov 6, 2000","['M/f', 'B/D', 'S/M', 'BDSM', 'slavery', 'bondage', 'Serious']",1.0,0.0
142.0,I Got More Than I Asked For,a young office manager becomes obssesed with getting�the strap. she is soon humiliated beyond her wildest dreams.,49447.0,9.5,17.0,91359,42.0,Emma No knickers,"Nov 7, 2000","['MF/f', 'exhibition', 'spanking', 'humiliation', 'Serious']",0.0,0.0
143.0,On Display,When Sharman met me he immediately placed me on a pedestal...and I couldn't get down!,21083.0,6.0,2.0,14603,87.0,Leem,"Nov 13, 2000","['M/m', 'bondage', 'ScFi', 'nc', 'Light']",0.0,1.0
144.0,A Lesson In Love,A fiesty submissive learns a difficult lesson when she strays off the path set by her online Master.,7733.0,7.5,4.0,16419,91.0,shirazzie,"Nov 13, 2000","['M/f', 'spanking', 'BDSM', 'humiliation', 'Light']",0.0,0.0
145.0,Blair Becomes Owned,"Married, Blair makes the mistake of being the only female at a party. She is put into a positon where that night comes back to haunt her and change her life.",57196.0,8.0,18.0,76953,92.0,blairbrek,"Nov 15, 2000","['M+/f', 'exhibition', 'humiliation', 'blackmail', 'Hardcore']",0.0,0.0
146.0,Revenge or The Price of Arrogance,An arrogant married couple finally make the mistakes necessary for their downfall. The story is of their ruin.,81792.0,9.0,10.0,51960,92.0,blairbrek,"Nov 15, 2000","['M+/f', 'exhibition', 'slavery', 'humiliation', 'blackmail', 'nc', 'Light', 'Hardcore']",1.0,1.0
147.0,Wren 19,Military torture training camp. This is Part 19 of 25 total parts.,34143.0,8.5,11.0,62546,94.0,SmCyber,"Nov 21, 2000","['M+/f', 'voyeurism', 'S/M', 'slavery', 'bondage', 'real', 'humiliation', 'torture', 'nc', 'Heavy', 'violent']",1.0,1.0
148.0,The Bet,The bet was could I seduce Tom.  I was willing to do anything to win but things didn't turn out quite as I expected.,36970.0,9.0,6.0,23211,95.0,Petrina,"Nov 26, 2000","['F/m+', 'spanking', 'bondage', 'Light']",0.0,0.0
149.0,The Compound,A wealthy woman hires the services of professionals for a very special revenge.,54633.0,7.5,9.0,42754,8.0,Dr. Phil,"Nov 26, 2000","['M+/f+', 'F+/f+', 'exhibition', 'D/s', 'B/D', 'humiliation', 'Serious']",0.0,0.0
150.0,The Picnic,Lover takes girlfriend for seculed picnic in mountains.,20315.0,6.0,7.0,11198,96.0,Wizard698,"Nov 26, 2000","['M/f', 'exhibition', 'spanking', 'D/s', 'lingerie', 'job', 'romantic', 'consensual', 'Light']",0.0,0.0
151.0,Baby Jenny,Baby jenny is a 22 year old girl with a 10 year old mind she is seriously taken advantage of.,184165.0,5.5,5.0,54675,97.0,Jenny Olds,"Nov 26, 2000","['M/f', 'F/f+', 'scatology', 'spanking', 'teen', 'B/D', 'real', 'nc', 'Heavy', 'violent']",0.0,1.0
152.0,Violet,A Girl enslaved by her best friend put through many tortures and pains.,24228.0,7.0,13.0,93173,99.0,Thndrshark,"Nov 30, 2000","['F/f', 'teen', 'toys', 'BDSM', 'latex', 'slavery', 'torture', 'nc', 'Serious']",1.0,1.0
153.0,On Your Knees,is the popular Mexican Bondage Game show played by clueless Americans!  Read in amazement at this blow-for-blow account of a team of two guys and a team of two girls compete in various bondage games.,69371.0,7.5,5.0,21308,100.0,Shon Richards,"Nov 30, 2000","['MF/mf', 'spanking', 'BDSM', 'reluctant', 'humiliation', 'Serious']",0.0,0.0
154.0,Good Wife University (GWU),A university specialized to teach women how to become good wives. Here they focused on subject sex.,690505.0,9.5,11.0,119881,98.0,Bobbi Jo,"Nov 30, 2000","['M/f', 'F/f', 'exhibition', 'spanking', 'D/s', 'BDSM', 'romantic', 'Serious']",0.0,0.0
155.0,Georgetta: The Bet,"Georgetta lost the bet and was ready to pay the debt. Her lover planned a wild, yet romantic, weekend for her.",245251.0,9.5,29.0,193879,101.0,The Dolphin,"Dec 6, 2000","['M/f', 'bondage', 'slow', 'romantic', 'Light']",0.0,0.0
156.0,The Princess's Court,"A tale of punishments set in a fantasy world. A wicked Princess, a victimized Princess, and an honorable soldier.",156195.0,9.5,7.0,42457,102.0,ArcSyn,"Dec 6, 2000","['F/f', 'F/m', 'exhibition', 'spanking', 'D/s', 'B/D', 'ScFi', 'romantic', 'humiliation', 'nc', 'Serious']",0.0,1.0
157.0,Looks Can Be Deceiving,"A young man meets a woman who at first doesn't look like much, but later introduces him to femail domination, multiple partners & wild sex!",44322.0,5.0,2.0,19465,103.0,Ed Cetera,"Dec 6, 2000","['F+/m', 'spanking', 'toys', 'D/s', 'B/D', 'slavery', 'lingerie', 'bondage', 'real', 'consensual', 'reluctant', 'Light']",1.0,0.0
158.0,Fantasy or Reality,She went to meet her online master and mistress in person. The treatments she got were not quite what she expected. Was that an fantasy-comes-true experience or just a living hell reality?,896246.0,8.0,17.0,189013,104.0,poenkitten,"Dec 7, 2000","['MF/mf', 'bestiality', 'BDSM', 'torture', 'nc', 'Heavy', 'Serious']",0.0,1.0
159.0,It Was Meant To Be,A fantasy story based on a real event I witnessed. where a girl see's her friend humiliated but ends up getting even more herself.,32621.0,8.5,12.0,63611,42.0,Emma No knickers,"Dec 10, 2000","['M+/f', 'exhibition', 'spanking', 'teen', 'real', 'reluctant', 'humiliation', 'Serious']",0.0,0.0
160.0,A Session With Bondage/Pain Slut Patrick,A description of some very extreme male bondage with CBT and some intense mummification.,14886.0,6.5,5.0,52008,23.0,pcmman,"Dec 10, 2000","['F/m', 'cbt', 'B/D', 'S/M', 'BDSM', 'bondage', 'real', 'humiliation', 'torture', 'Heavy']",0.0,0.0
161.0,I Kneeled Waiting...,A fantasy session of a male slave: he was used and abused by his mistress and master.,14582.0,5.5,2.0,25421,105.0,azfsh,"Dec 10, 2000","['MF/m', 'cbt', 'spanking', 'toys', 'transgender', 'WaterSport', 'BDSM', 'latex', 'bondage', 'consensual', 'Heavy']",0.0,0.0
162.0,Family Life,"This is a sequel to story ""The Mansion"". In that story, society changed to make women possessions that are owned by men. Here let's take a look of the life of these families.",83725.0,9.5,7.0,138252,67.0,Mad Dog,"Dec 13, 2000","['M/f', 'BDSM', 'torture', 'Serious']",0.0,0.0
163.0,The Cave,The girls were kidnapped to this cave and their only fate was to be tortured and killed. WARNING: extremely graphic torture and death.,63625.0,4.5,25.0,80069,106.0,Steve,"Dec 13, 2000","['M/f', 'torture', 'Extreme', 'violent']",0.0,0.0
164.0,Spanked and Humiliated 2000,The parents realized that only some corporal punishment could correct the misbehavior of their daughter and son.,45899.0,4.5,5.0,51229,107.0,j.o.writer,"Dec 13, 2000","['MF/mf', 'spanking', 'humiliation', 'nc', 'Serious']",0.0,1.0
165.0,The Sex Slave Contract,"Her boss found her stealing money from the company. In order to avoid going to prison, she was forced to sign a contract to be a sex toy of her boss.",50624.0,8.0,5.0,49183,107.0,j.o.writer,"Dec 17, 2000","['M+/f', 'spanking', 'reluctant', 'humiliation', 'blackmail', 'Light']",0.0,0.0
166.0,At His Young Aunt's Mercy,"In order to get a new car, he had to show his parents that he's a good boy by obeying every order of his aunt.",21456.0,8.5,10.0,54598,107.0,j.o.writer,"Dec 17, 2000","['F+/m', 'incest', 'spanking', 'reluctant', 'humiliation', 'Light']",0.0,0.0
